"","UID","Jan18_rade9h_sum","Feb18_rade9h_sum","Mar18_rade9h_sum","Apr18_rade9h_sum","May18_rade9h_sum","Jun18_rade9h_sum","Jul18_rade9h_sum","Aug18_rade9h_sum","Sep18_rade9h_sum","Oct18_rade9h_sum","Nov18_rade9h_sum","Dec18_rade9h_sum","Jan18_outlier_smth_sum","Feb18_outlier_smth_sum","Mar18_outlier_smth_sum","Apr18_outlier_smth_sum","May18_outlier_smth_sum","Jun18_outlier_smth_sum","Jul18_outlier_smth_sum","Aug18_outlier_smth_sum","Sep18_outlier_smth_sum","Oct18_outlier_smth_sum","Nov18_outlier_smth_sum","Dec18_outlier_smth_sum","Jan18_rade9h_sum_diff","Feb18_rade9h_sum_diff","Mar18_rade9h_sum_diff","Apr18_rade9h_sum_diff","May18_rade9h_sum_diff","Jun18_rade9h_sum_diff","Jul18_rade9h_sum_diff","Aug18_rade9h_sum_diff","Sep18_rade9h_sum_diff","Oct18_rade9h_sum_diff","Nov18_rade9h_sum_diff","Dec18_rade9h_sum_diff","Jan18_outlier_smth_sum_diff","Feb18_outlier_smth_sum_diff","Mar18_outlier_smth_sum_diff","Apr18_outlier_smth_sum_diff","May18_outlier_smth_sum_diff","Jun18_outlier_smth_sum_diff","Jul18_outlier_smth_sum_diff","Aug18_outlier_smth_sum_diff","Sep18_outlier_smth_sum_diff","Oct18_outlier_smth_sum_diff","Nov18_outlier_smth_sum_diff","Dec18_outlier_smth_sum_diff"
"21",2167,6965.0625,6425.43408203125,6725.39892578125,5871.7890625,4816.13525390625,2795.85180664063,2054.56005859375,2394.400390625,5189.591796875,5407.03466796875,6428.7001953125,5099.69091796875,6.17000007629395,6.73999977111816,6.57000017166138,7.32000017166138,7.44000005722046,6.34000015258789,5.44999980926514,5.26999998092651,7.1100001335144,8.63000011444092,9.46000003814697,8.98999977111816,-100.6416015625,-539.62841796875,299.96484375,-853.60986328125,-1055.65380859375,-2020.28344726562,-741.29174804688,339.84033203125,2795.19140625,217.44287109375,1021.66552734375,-1329.00927734375,-2.35999965667724,0.56999969482421,-0.16999959945678,0.75,0.11999988555908,-1.09999990463257,-0.890000343322749,-0.17999982833863,1.84000015258789,1.51999998092652,0.829999923706051,-0.47000026702881
"22",2173,66528.3046875,61748.6328125,63590.796875,57471.5234375,45286.3828125,24917.951171875,21904.728515625,23041.865234375,43960.0703125,50249.45703125,59318.19140625,45659.921875,356.730133056641,372.887023925781,339.552001953125,312.131683349609,324.824584960938,338.590148925781,296.062561035156,262.142425537109,341.215423583984,335.572540283203,340.045135498047,361.360717773438,-3785.5546875,-4779.671875,1842.1640625,-6119.2734375,-12185.140625,-20368.431640625,-3013.22265625,1137.13671875,20918.205078125,6289.38671875,9068.734375,-13658.26953125,-36.039001464843,16.15689086914,-33.335021972656,-27.420318603516,12.692901611329,13.765563964843,-42.527587890625,-33.920135498047,79.072998046875,-5.64288330078097,4.47259521484398,21.315582275391
"23",2190,23673.375,23800.6484375,25190.6171875,21143.5390625,19959.947265625,16688.728515625,15053.619140625,15209.7890625,20621.677734375,22643.6953125,24102.888671875,21383.09375,8427.3125,8720.3720703125,8339.5087890625,7974.65478515625,8734.755859375,9324.91015625,8776.38671875,7736.3486328125,8810.1572265625,8999.578125,8941.3525390625,9359.8193359375,-3333.572265625,127.2734375,1389.96875,-4047.078125,-1183.591796875,-3271.21875,-1635.109375,156.169921875,5411.888671875,2022.017578125,1459.193359375,-2719.794921875,-1319.2451171875,293.0595703125,-380.86328125,-364.85400390625,760.10107421875,590.154296875,-548.5234375,-1040.0380859375,1073.80859375,189.4208984375,-58.2255859375,418.466796875
"24",2191,5636.85595703125,4985.89453125,5403.3505859375,4704.37646484375,3996.13525390625,3039.279296875,2527.19360351563,2953.8779296875,4342.28076171875,4605.47314453125,5106.08740234375,4551.45263671875,1177.58447265625,1081.09020996094,1054.576171875,1095.23828125,1127.19470214844,1123.83740234375,1007.50012207031,919.084594726563,1101.47448730469,1161.13635253906,1185.38146972656,1201.59057617188,-836.68603515625,-650.96142578125,417.4560546875,-698.97412109375,-708.2412109375,-956.85595703125,-512.08569335937,426.68432617187,1388.40283203125,263.1923828125,500.6142578125,-554.634765625,-103.67150878906,-96.49426269531,-26.51403808594,40.662109375,31.95642089844,-3.35729980469,-116.33728027344,-88.415527343747,182.389892578127,59.66186523437,24.2451171875,16.20910644532
"25",2197,21291.8828125,24176.08203125,25030.328125,23866.79296875,16992.171875,11662.0302734375,9158.76953125,8993.560546875,17758.88671875,19103.990234375,23885.0859375,17395.28125,1270.45947265625,1484.07312011719,1295.21203613281,1414.09704589844,1580.453125,1710.72729492188,1644.27209472656,1557.40771484375,1671.30932617188,1487.44409179688,1615.4296875,1656.56384277344,-3049.12109375,2884.19921875,854.24609375,-1163.53515625,-6874.62109375,-5330.1416015625,-2503.2607421875,-165.208984375,8765.326171875,1345.103515625,4781.095703125,-6489.8046875,-413.68237304688,213.61364746094,-188.86108398438,118.88500976563,166.35607910156,130.27416992188,-66.45520019532,-86.86437988281,113.90161132813,-183.865234375,127.98559570312,41.13415527344
"26",2208,41330.69921875,40734.265625,45559.15625,39209.76953125,31900.53125,18120.79296875,17075.0390625,13657.9150390625,29671.451171875,34393.1171875,45537.90234375,29289.4296875,527.878784179688,520.245971679688,519.005981445313,568.233215332031,587.66357421875,670.972412109375,600.660827636719,564.770385742188,659.497985839844,563.385192871094,572.507995605469,626.960815429688,-4995.046875,-596.43359375,4824.890625,-6349.38671875,-7309.23828125,-13779.73828125,-1045.75390625,-3417.1240234375,16013.5361328125,4721.666015625,11144.78515625,-16248.47265625,-87.912414550781,-7.6328125,-1.239990234375,49.2272338867181,19.430358886719,83.308837890625,-70.311584472656,-35.890441894531,94.727600097656,-96.11279296875,9.122802734375,54.452819824219
"27",2249,16590.630859375,18456.27734375,20186.984375,18663.447265625,15539.734375,10238.228515625,8068.59521484375,5476.603515625,15603.19140625,15708.294921875,18165.837890625,11757.0927734375,989.207275390625,961.235107421875,1120.52990722656,1036.48181152344,977.431579589844,1042.40942382813,1016.46697998047,981.645874023438,1066.81823730469,1095.28271484375,1001.09881591797,1036.00500488281,367.1787109375,1865.646484375,1730.70703125,-1523.537109375,-3123.712890625,-5301.505859375,-2169.63330078125,-2591.99169921875,10126.587890625,105.103515625,2457.54296875,-6408.7451171875,-73.467163085935,-27.97216796875,159.294799804685,-84.04809570312,-59.050231933596,64.977844238286,-25.94244384766,-34.821105957032,85.172363281252,28.46447753906,-94.18389892578,34.90618896484
"28",2264,8684.6611328125,12065.021484375,12559.8720703125,11198.9873046875,8058.43212890625,4243.7822265625,3947.544921875,5447.93017578125,10070.76171875,15676.673828125,13802.3203125,8644.671875,266.441680908203,301.469207763672,295.281677246094,309.630249023438,313.997100830078,291.990051269531,280.541137695313,240.186492919922,292.532623291016,309.075653076172,340.106079101563,328.720184326172,383.5146484375,3380.3603515625,494.8505859375,-1360.884765625,-3140.55517578125,-3814.64990234375,-296.2373046875,1500.38525390625,4622.83154296875,5605.912109375,-1874.353515625,-5157.6484375,168.440238952637,35.027526855469,-6.18753051757801,14.348571777344,4.36685180664,-22.007049560547,-11.448913574218,-40.354644775391,52.346130371094,16.543029785156,31.030426025391,-11.385894775391
"29",2344,23193.94921875,24835.681640625,25518.595703125,25747.330078125,20662.009765625,16688.9921875,14187.7158203125,12331.2529296875,19696.64453125,19482.1640625,23565.193359375,17313.69921875,4807.037109375,4743.99267578125,5580.52587890625,6039.70556640625,5840.26171875,6033.42919921875,5836.27392578125,5559.2490234375,5528.69921875,4323.10302734375,5288.03955078125,4695.4052734375,1519.2421875,1641.732421875,682.9140625,228.734375,-5085.3203125,-3973.017578125,-2501.2763671875,-1856.462890625,7365.3916015625,-214.48046875,4083.029296875,-6251.494140625,66.83984375,-63.04443359375,836.533203125,459.1796875,-199.44384765625,193.16748046875,-197.1552734375,-277.02490234375,-30.5498046875,-1205.59619140625,964.9365234375,-592.63427734375
"30",2400,14488.4140625,18418.501953125,20115.97265625,18260.892578125,13853.5703125,8449.826171875,8395.15234375,8154.00537109375,13907.7802734375,15673.9609375,21145.248046875,16453.84375,1296.30969238281,1742.33154296875,1792.97534179688,1782.19970703125,1818.14123535156,1959.03515625,1913.10070800781,1532.54150390625,1670.81811523438,1665.02429199219,1713.65649414063,1801.58129882813,-2147.150390625,3930.087890625,1697.470703125,-1855.080078125,-4407.322265625,-5403.744140625,-54.673828125,-241.14697265625,5753.77490234375,1766.1806640625,5471.287109375,-4691.404296875,-541.39050292969,446.02185058594,50.64379882813,-10.77563476563,35.94152832031,140.89392089844,-45.93444824219,-380.55920410156,138.27661132813,-5.79382324219,48.63220214844,87.9248046875
"31",2432,25070.912109375,26325.216796875,26974.78515625,27475.947265625,21001.669921875,14234.6552734375,11185.8984375,7977.74267578125,20104.41015625,19973.45703125,25166.8046875,16565.70703125,1262.302734375,1235.47595214844,1341.4638671875,1225.52465820313,1223.70825195313,1326.07373046875,1249.85717773438,1167.220703125,1389.80847167969,1292.47106933594,1385.47290039063,1328.69885253906,2191.689453125,1254.3046875,649.568359375,501.162109375,-6474.27734375,-6767.0146484375,-3048.7568359375,-3208.15576171875,12126.6674804688,-130.953125,5193.34765625,-8601.09765625,-77.58557128906,-26.82678222656,105.98791503906,-115.93920898437,-1.81640625,102.36547851562,-76.21655273437,-82.63647460938,222.58776855469,-97.33740234375,93.00183105469,-56.77404785157
"32",2437,3275.12084960938,2941.71484375,2871.93334960938,2586.23681640625,2041.08752441406,1269.18298339844,802.734802246094,1196.81884765625,2185.068359375,2405.89965820313,3051.771484375,2365.90942382813,0.0171387884765863,0.102042123675346,0.0364665277302265,0.111834108829498,0.064005933701992,0.0671133100986481,0.0212765783071518,0.0179930049926043,0.0198937654495239,0.0212659277021885,0.0265089925378561,0.0412397310137749,-51.37963867187,-333.40600585938,-69.78149414062,-285.69653320313,-545.14929199219,-771.90454101562,-466.448181152346,394.084045410156,988.24951171875,220.83129882813,645.87182617187,-685.86206054687,-0.0070957448333502,0.0849033351987597,-0.0655755959451195,0.0753675810992715,-0.047828175127506,0.00310737639665611,-0.0458367317914963,-0.0032835733145475,0.0019007604569196,0.0013721622526646,0.0052430648356676,0.0147307384759188
